CleansedReadCode,Term,Disease,SnomedCTConceptId
N054400,"Oligoarticular osteoarthritis, unspecified, of hand",Osteoarthritis excluding spine,22193007
N054600,"Oligoarticular osteoarthritis, unspecified, of lower leg",Osteoarthritis excluding spine,396275006
N054800,"Oligoarticular osteoarthritis, unspecified, other spec sites",Osteoarthritis excluding spine,396275006
N054z00,"Osteoarthritis of more than one site, unspecified, NOS",Osteoarthritis excluding spine,268054009
N05z.11,Joint degeneration,Osteoarthritis excluding spine,396275006
N05z000,"Osteoarthritis NOS, of unspecified site",Osteoarthritis excluding spine,396275006
N05z100,"Osteoarthritis NOS, of shoulder region",Osteoarthritis excluding spine,67315001
N05z400,"Osteoarthritis NOS, of the hand",Osteoarthritis excluding spine,22193007
N05z411,Finger osteoarthritis NOS,Osteoarthritis excluding spine,239868001
N05z412,Thumb osteoarthritis NOS,Osteoarthritis excluding spine,37895003
N05z500,"Osteoarthritis NOS, pelvic region/thigh",Osteoarthritis excluding spine,445478004
N05z600,"Osteoarthritis NOS, of the lower leg",Osteoarthritis excluding spine,396275006
N05z700,"Osteoarthritis NOS, of ankle and foot",Osteoarthritis excluding spine,201837004
N05z711,Ankle osteoarthritis NOS,Osteoarthritis excluding spine,239874001
N05z712,Foot osteoarthritis NOS,Osteoarthritis excluding spine,309246000
N05z713,Toe osteoarthritis NOS,Osteoarthritis excluding spine,239878003
N05z800,"Osteoarthritis NOS, other specified site",Osteoarthritis excluding spine,396275006
N05z900,"Osteoarthritis NOS, of shoulder",Osteoarthritis excluding spine,67315001
N05zA00,"Osteoarthritis NOS, of sternoclavicular joint",Osteoarthritis excluding spine,850791000000102
N05zB00,"Osteoarthritis NOS, of acromioclavicular joint",Osteoarthritis excluding spine,239865003
N05zC00,"Osteoarthritis NOS, of elbow",Osteoarthritis excluding spine,239866002
N05zD00,"Osteoarthritis NOS, of distal radio-ulnar joint",Osteoarthritis excluding spine,396275006
N05zE00,"Osteoarthritis NOS, of wrist",Osteoarthritis excluding spine,239867006
N05zF00,"Osteoarthritis NOS, of MCP joint",Osteoarthritis excluding spine,275324008
N05zG00,"Osteoarthritis NOS, of PIP joint of finger",Osteoarthritis excluding spine,239870005
N05zJ00,"Osteoarthritis NOS, of hip",Osteoarthritis excluding spine,239872002
N05zL00,"Osteoarthritis NOS, of knee",Osteoarthritis excluding spine,239873007
N05zN00,"Osteoarthritis NOS, of ankle",Osteoarthritis excluding spine,239874001
N05zP00,"Osteoarthritis NOS, of subtalar joint",Osteoarthritis excluding spine,239876004
N05zQ00,"Osteoarthritis NOS, of talonavicular joint",Osteoarthritis excluding spine,700324005
N05zR00,"Osteoarthritis NOS, of other tarsal joint",Osteoarthritis excluding spine,396275006
N05zz00,Osteoarthritis NOS,Osteoarthritis excluding spine,396275006
Nyu2.00,[X]Arthrosis,Osteoarthritis excluding spine,444561000000102
Nyu2000,[X]Other polyarthrosis,Osteoarthritis excluding spine,36186002
Nyu2100,[X]Other primary coxarthrosis,Osteoarthritis excluding spine,444561000000102
Nyu2200,[X]Other dysplastic coxarthrosis,Osteoarthritis excluding spine,444561000000102
Nyu2400,"[X]Other secondary coxarthrosis, bilateral",Osteoarthritis excluding spine,444561000000102
N331500,Drug-induced osteoporosis with pathological fracture,Osteoporosis,203447001
N331300,Osteoporosis of disuse with pathological fracture,Osteoporosis,203445009
N331200,Postoophorectomy osteoporosis with pathological fracture,Osteoporosis,203444008
N330z00,Osteoporosis NOS,Osteoporosis,64859006
N330D00,Osteoporosis due to corticosteroids,Osteoporosis,390833005
N330C00,Osteoporosis localized to spine,Osteoporosis,309745002
N330B00,Vertebral osteoporosis,Osteoporosis,203438009
N330A00,Osteoporosis in endocrine disorders,Osteoporosis,203437004
N330600,Postoophorectomy osteoporosis,Osteoporosis,203433000
N330500,Drug-induced osteoporosis,Osteoporosis,14651005
N330400,Dissuse osteoporosis,Osteoporosis,53174001
N330200,Postmenopausal osteoporosis,Osteoporosis,102447009
N330100,Senile osteoporosis,Osteoporosis,18040001
N330000,"Osteoporosis, unspecified",Osteoporosis,64859006
N330.00,Osteoporosis,Osteoporosis,64859006
9Od9.00,Osteoporosis monitoring check done,Osteoporosis,391013000
9Od8.00,Osteoporosis monitoring deleted,Osteoporosis,391012005
9Od7.00,Osteoporosis monitoring telephone invitation,Osteoporosis,391011003
9Od6.00,Osteoporosis monitoring verbal invitation,Osteoporosis,391010002
9Od5.00,Osteoporosis monitoring third letter,Osteoporosis,391009007
9Od4.00,Osteoporosis monitoring second letter,Osteoporosis,391008004
9Od3.00,Osteoporosis monitoring first letter,Osteoporosis,391007009
9Od2.00,Osteoporosis monitoring default,Osteoporosis,391006000
9Od0.00,Attends osteoporosis monitoring,Osteoporosis,391004002
9Od..00,Osteoporosis monitoring administration,Osteoporosis,391003008
66a..00,Osteoporosis monitoring,Osteoporosis,391017004
58EM.00,Lumbar DXA scan result osteoporotic,Osteoporosis,391075000
58EG.00,Hip DXA scan result osteoporotic,Osteoporosis,391070005
NyuB000,[X]Other osteoporosis with pathological fracture,Osteoporosis,425371000000103
NyuB800,[X]Unspecified osteoporosis with pathological fracture,Osteoporosis,425371000000103
NyuB200,[X]Osteoporosis in other disorders classified elsewhere,Osteoporosis,64859006
NyuB100,[X]Other osteoporosis,Osteoporosis,64859006
N374600,Osteoporotic kyphosis,Osteoporosis,203657009
N331N00,Fragility fracture,Osteoporosis,306171000000106
N331M00,Fragility fracture due to unspecified osteoporosis,Osteoporosis,443165006
N331L00,Collapse of vertebra due to osteoporosis NOS,Osteoporosis,240198002
N331K00,Collapse of thoracic vertebra due to osteoporosis,Osteoporosis,311891006
N331J00,Collapse of lumbar vertebra due to osteoporosis,Osteoporosis,311890007
N331H00,Collapse of cervical vertebra due to osteoporosis,Osteoporosis,311806008
N331B00,Postmenopausal osteoporosis with pathological fracture,Osteoporosis,203453001
N331800,Osteoporosis + pathological fracture lumbar vertebrae,Osteoporosis,203450003
N331600,Idiopathic osteoporosis with pathological fracture,Osteoporosis,203448006
Gyu5P00,[X]Other cardiomyopathies,Cardiomyopathy other,85898001
G558.00,Cardiomyopathy in disease EC,Cardiomyopathy other,195029002
G559.00,Arrhythmogenic right ventricular cardiomyopathy,Cardiomyopathy other,281170005
Gyu5N00,[X]Other restrictive cardiomyopathy,Cardiomyopathy other,90828009
G558z00,"Cardiomyopathy in diseases EC, NOS",Cardiomyopathy other,195029002
G558200,Dystrophic cardiomyopathy,Cardiomyopathy other,195032004
G558100,Cardiomyopathy in myotonic dystrophy,Cardiomyopathy other,195031006
G558000,Cardiomyopathy in Friedreich's ataxia,Cardiomyopathy other,195030007
G557z00,Nutritional and metabolic cardiomyopathy NOS,Cardiomyopathy other,195023001
G557500,Thyrotoxic heart disease,Cardiomyopathy other,60446003
G557100,Beriberi heart disease,Cardiomyopathy other,61179004
G554.00,Other primary cardiomyopathies,Cardiomyopathy other,85898001
Gyu5R00,[X]Cardiomyopathy in metabolic diseases CE,Cardiomyopathy other,195023001
G557011,Cardiac amyloidosis,Cardiomyopathy other,16573007
G557.00,Nutritional and metabolic cardiomyopathies,Cardiomyopathy other,195023001
G554z00,Other primary cardiomyopathy NOS,Cardiomyopathy other,85898001
G554511,Stress cardiomyopathy,Cardiomyopathy other,441541008
G554500,Takotsubo cardiomyopathy,Cardiomyopathy other,441541008
G554200,Familial cardiomyopathy,Cardiomyopathy other,35728003
G554100,Constrictive cardiomyopathy,Cardiomyopathy other,415295002
G55z.00,Cardiomyopathy NOS,Cardiomyopathy other,85898001
G552.00,Obscure African cardiomyopathy,Cardiomyopathy other,398754006
G550.00,Endomyocardial fibrosis,Cardiomyopathy other,398754006
G55..00,Cardiomyopathy,Cardiomyopathy other,85898001
F391B00,Cardiomyopathy in Duchenne muscular dystrophy,Cardiomyopathy other,315608004
C373G00,Senile cardiac amyloidosis,Cardiomyopathy other,16573007
C373300,Familial cardiac amyloid,Cardiomyopathy other,27097002
G55y000,Cardiomyopathy due to drugs and other external agents,Cardiomyopathy other,233880002
G55y.00,Secondary cardiomyopathy NOS,Cardiomyopathy other,195029002
G55A.11,Tachycardia-induced cardiomyopathy,Cardiomyopathy other,426300009
K532z00,Ovarian cyst NOS,Ovarian Cystic Disease,79883001
K532000,Corpus albicans cyst of the ovary,Ovarian Cystic Disease,75250006
K532.00,Other ovarian cysts,Ovarian Cystic Disease,79883001
K530.11,Graafian follicle cyst,Ovarian Cystic Disease,2615004
K530.00,Follicular cyst of ovary,Ovarian Cystic Disease,2615004
BB81.00,"[M]Ovarian cystic, mucinous and serous neoplasms",Ovarian Cystic Disease,430601000000106
7E25200,Endoscopic drainage of cyst of ovary,Ovarian Cystic Disease,177048007
7E20300,Ovarian cystectomy,Ovarian Cystic Disease,387741004
F12z.00,Parkinson's disease NOS,Parkinson Disease,49049000
F120.00,Paralysis agitans,Parkinson Disease,49049000
F12..00,Parkinson's disease,Parkinson Disease,49049000
J111000,Chronic gastric ulcer without mention of complication,Peptic ulcer Disease,95530000
J111100,Chronic gastric ulcer with haemorrhage,Peptic ulcer Disease,57246001
J111111,Bleeding chronic gastric ulcer,Peptic ulcer Disease,57246001
J111200,Chronic gastric ulcer with perforation,Peptic ulcer Disease,31301004
J111211,Perforated chronic gastric ulcer,Peptic ulcer Disease,31301004
J111400,Chronic gastric ulcer with obstruction,Peptic ulcer Disease,196639001
J111y00,Chronic gastric ulcer unspecified,Peptic ulcer Disease,95530000
J111z00,Chronic gastric ulcer NOS,Peptic ulcer Disease,95530000
J112.00,Anti-platelet induced gastric ulcer,Peptic ulcer Disease,424301005
J11y.00,Unspecified gastric ulcer,Peptic ulcer Disease,397825006
J11y000,Unspecified gastric ulcer without mention of complication,Peptic ulcer Disease,397825006
J11y100,Unspecified gastric ulcer with haemorrhage,Peptic ulcer Disease,15902003
J11y200,Unspecified gastric ulcer with perforation,Peptic ulcer Disease,9829001
J11y400,Unspecified gastric ulcer with obstruction,Peptic ulcer Disease,849591000000103
J11yy00,Unspec gastric ulcer; unspec haemorrhage and/or perforation,Peptic ulcer Disease,62366003
J11yz00,Unspecified gastric ulcer NOS,Peptic ulcer Disease,397825006
J11z.00,Gastric ulcer NOS,Peptic ulcer Disease,397825006
J11z.12,Multiple gastric ulcers,Peptic ulcer Disease,313425006
J120.00,Acute duodenal ulcer,Peptic ulcer Disease,196652006
J120000,Acute duodenal ulcer without mention of complication,Peptic ulcer Disease,196652006
J120100,Acute duodenal ulcer with haemorrhage,Peptic ulcer Disease,12847006
J120200,Acute duodenal ulcer with perforation,Peptic ulcer Disease,61347001
J120300,Acute duodenal ulcer with haemorrhage AND perforation,Peptic ulcer Disease,86895006
J120400,Acute duodenal ulcer with obstruction,Peptic ulcer Disease,196658005
J120y00,Acute duodenal ulcer unspecified,Peptic ulcer Disease,196652006
J120z00,Acute duodenal ulcer NOS,Peptic ulcer Disease,196652006
J121.00,Chronic duodenal ulcer,Peptic ulcer Disease,128286008
J121000,Chronic duodenal ulcer without mention of complication,Peptic ulcer Disease,128286008
J121100,Chronic duodenal ulcer with haemorrhage,Peptic ulcer Disease,89469000
J121111,Bleeding chronic duodenal ulcer,Peptic ulcer Disease,89469000
J121200,Chronic duodenal ulcer with perforation,Peptic ulcer Disease,49916007
J121211,Perforated chronic duodenal ulcer,Peptic ulcer Disease,49916007
J121300,Chronic duodenal ulcer with haemorrhage AND perforation,Peptic ulcer Disease,36975000
J121400,Chronic duodenal ulcer with obstruction,Peptic ulcer Disease,196666001
J121y00,Chronic duodenal ulcer unspecified,Peptic ulcer Disease,128286008
J121z00,Chronic duodenal ulcer NOS,Peptic ulcer Disease,128286008
J122.00,Duodenal ulcer disease,Peptic ulcer Disease,51868009
J124.00,Recurrent duodenal ulcer,Peptic ulcer Disease,196671008
J125.00,Anti-platelet induced duodenal ulcer,Peptic ulcer Disease,423643000
J12y.00,Unspecified duodenal ulcer,Peptic ulcer Disease,51868009
J12y000,Unspecified duodenal ulcer without mention of complication,Peptic ulcer Disease,51868009
J12y100,Unspecified duodenal ulcer with haemorrhage,Peptic ulcer Disease,27281001
J12y200,Unspecified duodenal ulcer with perforation,Peptic ulcer Disease,88968005
J12y300,Unspecified duodenal ulcer with haemorrhage and perforation,Peptic ulcer Disease,51868009
J12y400,Unspecified duodenal ulcer with obstruction,Peptic ulcer Disease,849601000000109
J12yz00,Unspecified duodenal ulcer NOS,Peptic ulcer Disease,51868009
J12z.00,Duodenal ulcer NOS,Peptic ulcer Disease,51868009
J13..00,Peptic ulcer - (PU) site unspecified,Peptic ulcer Disease,13200003
J130.00,Acute peptic ulcer,Peptic ulcer Disease,196682000
J130000,Acute peptic ulcer without mention of complication,Peptic ulcer Disease,196682000
J130100,Acute peptic ulcer with haemorrhage,Peptic ulcer Disease,12274003
J130200,Acute peptic ulcer with perforation,Peptic ulcer Disease,79118000
J130300,Acute peptic ulcer with haemorrhage and perforation,Peptic ulcer Disease,111353003
J130y00,Acute peptic ulcer unspecified,Peptic ulcer Disease,196682000
J130z00,Acute peptic ulcer NOS,Peptic ulcer Disease,196682000
J131.00,Chronic peptic ulcer,Peptic ulcer Disease,128287004
J131000,Chronic peptic ulcer without mention of complication,Peptic ulcer Disease,128287004
J131100,Chronic peptic ulcer with haemorrhage,Peptic ulcer Disease,49232000
J131200,Chronic peptic ulcer with perforation,Peptic ulcer Disease,3483000
J131400,Chronic peptic ulcer with obstruction,Peptic ulcer Disease,196694009
J131y00,Chronic peptic ulcer unspecified,Peptic ulcer Disease,128287004
J131z00,Chronic peptic ulcer NOS,Peptic ulcer Disease,128287004
J13y.00,Unspecified peptic ulcer,Peptic ulcer Disease,13200003
J13y000,Unspecified peptic ulcer without mention of complication,Peptic ulcer Disease,13200003
J13y100,Unspecified peptic ulcer with haemorrhage,Peptic ulcer Disease,13200003
J13y200,Unspecified peptic ulcer with perforation,Peptic ulcer Disease,13200003
J13y300,Unspecified peptic ulcer with haemorrhage and perforation,Peptic ulcer Disease,13200003
J13y400,Unspecified peptic ulcer with obstruction,Peptic ulcer Disease,849611000000106
J13yz00,Unspecified peptic ulcer NOS,Peptic ulcer Disease,13200003
J13z.00,Peptic ulcer NOS,Peptic ulcer Disease,13200003
J14..11,Anastomotic ulcer,Peptic ulcer Disease,16121001
J14..13,Jejunal ulcer,Peptic ulcer Disease,54822007
J14..15,Stomal ulcer,Peptic ulcer Disease,16121001
J140.00,Acute gastrojejunal ulcer,Peptic ulcer Disease,196707000
J140100,Acute gastrojejunal ulcer with haemorrhage,Peptic ulcer Disease,63954007
J140200,Acute gastrojejunal ulcer with perforation,Peptic ulcer Disease,66636001
J140300,Acute gastrojejunal ulcer with haemorrhage AND perforation,Peptic ulcer Disease,81387001
J140z00,Acute gastrojejunal ulcer NOS,Peptic ulcer Disease,196707000
J141.00,Chronic gastrojejunal ulcer,Peptic ulcer Disease,128288009
J141300,Chronic gastrojejunal ulcer with haemorrhage AND perforation,Peptic ulcer Disease,45640006
J14y.00,Unspecified gastrojejunal ulcer,Peptic ulcer Disease,16121001
J14y100,Unspecified gastrojejunal ulcer with haemorrhage,Peptic ulcer Disease,16121001
J14y200,Unspecified gastrojejunal ulcer with perforation,Peptic ulcer Disease,16121001
J14yz00,Unspecified gastrojejunal ulcer NOS,Peptic ulcer Disease,16121001
J14z.00,Gastrojejunal ulcer NOS,Peptic ulcer Disease,16121001
J17y800,Healed gastric ulcer leaving a scar,Peptic ulcer Disease,196775009
ZV12711,[V]Personal history of peptic ulcer,Peptic ulcer Disease,266998003
ZV12C00,[V] Personal history of gastric ulcer,Peptic ulcer Disease,412191000000104
J14..12,Gastrocolic ulcer,Peptic ulcer Disease,24060004
14C1.00,H/O: peptic ulcer,Peptic ulcer Disease,266998003
14C1.11,H/O: duodenal ulcer,Peptic ulcer Disease,275547005
14C1.12,H/O: gastric ulcer,Peptic ulcer Disease,275548000
761D500,Endoscopic injection haemostasis of duodenal ulcer,Peptic ulcer Disease,314627002
761D600,Endoscopic injection haemostasis of gastric ulcer,Peptic ulcer Disease,314629004
761J.00,Operations on gastric ulcer,Peptic ulcer Disease,173841001
761J.11,Stomach ulcer operations,Peptic ulcer Disease,173841001
